Book Title,Cleaned?,Author Last Name,Author First/Middle,Book Series,Vol. #,Cover Type,Category,Condition,Date Purchased,Source,Seller,Order #,Thriftbooks Price,Purchase Price,Our Price,Profit Est.,Author Fullname,Pulled to Read
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,FALSE
